State	NPA-NXX	Ocn 	Company                                                     	RateCenter 	EffectiveDate	Use	AssignDate	Initial/Growth File Updated 01/16/2012
FL 	954-217	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-218	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	11/15/2006	G 
FL 	954-219	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-220	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-221	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-222	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-223	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-224	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-225	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	10/11/2011	G 
FL 	954-226	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	12/22/2006	G 
FL 	954-227	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	CORAL SPG  	          	AS	          	  
FL 	954-228	982E	"BANDWIDTH.COM CLEC, LLC - FL"                              	CORAL SPG  	          	AS	09/01/2011	G 
FL 	954-229	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-230	6630	"USA MOBILITY WIRELESS, INC."                               	FTLAUDERDL 	          	AS	          	  
FL 	954-231	6483	"NETWORK SERVICES LLC (TSR)"                                	FTLAUDERDL 	          	AS	          	  
FL 	954-232	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-233	8664	"INTERMEDIA COMMUNICATIONS INC. - FL"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-234	6664	"SPRINT SPECTRUM L.P."                                      	DEERFLDBCH 	          	AS	          	  
FL 	954-235	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-236	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-237	8660	"NUVOX COMMUNICATIONS"                                      	HOLLYWOOD  	          	AS	          	  
FL 	954-238	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-239	2547	"GLOBAL CROSSING LOCAL SERVICES, INC.-FL"                   	HOLLYWOOD  	          	AS	          	  
FL 	954-240	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-241	4085	"FLORIDA DIGITAL NETWORK"                                   	HOLLYWOOD  	          	AS	          	  
FL 	954-242	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	DEERFLDBCH 	          	AS	          	  
FL 	954-243	6664	"SPRINT SPECTRUM L.P."                                      	HOLLYWOOD  	          	AS	          	  
FL 	954-244	6630	"USA MOBILITY WIRELESS, INC."                               	FTLAUDERDL 	          	AS	          	  
FL 	954-245	413A	"MYATEL CORPORATION - FL"                                   	FTLAUDERDL 	          	AS	07/28/2003	I 
FL 	954-246	8300	"TCG SOUTH FLORIDA"                                         	DEERFLDBCH 	          	AS	          	  
FL 	954-247	8300	"TCG SOUTH FLORIDA"                                         	POMPANOBCH 	          	AS	          	  
FL 	954-248	6630	"USA MOBILITY WIRELESS, INC."                               	HOLLYWOOD  	          	AS	          	  
FL 	954-249	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-250	4233	"GABRIEL WIRELESS, LLC"                                     	FTLAUDERDL 	          	AS	          	  
FL 	954-251	4802	"LEVEL 3 COMMUNICATIONS, LLC - FL"                          	HOLLYWOOD  	          	AS	          	  
FL 	954-252	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-253	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-254	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	DEERFLDBCH 	          	AS	          	  
FL 	954-255	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	CORAL SPG  	          	AS	          	  
FL 	954-257	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-258	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-259	9748	"AMERICAN MESSAGING (AM), INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-260	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-261	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-262	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-263	6664	"SPRINT SPECTRUM L.P."                                      	DEERFLDBCH 	          	AS	          	  
FL 	954-264	6612	"PROTECOM ATLANTA, INC."                                    	FTLAUDERDL 	          	AS	          	  
FL 	954-265	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	HOLLYWOOD  	          	AS	          	  
FL 	954-266	8300	"TCG SOUTH FLORIDA"                                         	HOLLYWOOD  	          	AS	          	  
FL 	954-267	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-268	6664	"SPRINT SPECTRUM L.P."                                      	FTLAUDERDL 	          	AS	07/27/2011	G 
FL 	954-269	9748	"AMERICAN MESSAGING (AM), INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-270	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	          	  
FL 	954-271	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	06/15/2011	G 
FL 	954-272	4085	"FLORIDA DIGITAL NETWORK"                                   	HOLLYWOOD  	          	AS	          	  
FL 	954-273	6841	"R AND G DISTRIBUTORS"                                      	FTLAUDERDL 	          	AS	          	  
FL 	954-274	5562	"METRO PCS, INC."                                           	HOLLYWOOD  	          	AS	11/27/2001	I 
FL 	954-275	6232	"NEXTEL COMMUNICATIONS, INC."                               	FTLAUDERDL 	          	AS	          	  
FL 	954-276	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	HOLLYWOOD  	          	AS	          	  
FL 	954-277	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-278	902E	"PEERLESS NETWORK OF FLORIDA, LLC - FL"                     	FTLAUDERDL 	          	AS	06/15/2011	G 
FL 	954-279	6664	"SPRINT SPECTRUM L.P."                                      	FTLAUDERDL 	          	AS	05/06/2011	G 
FL 	954-281	8664	"INTERMEDIA COMMUNICATIONS INC. - FL"                       	DEERFLDBCH 	          	AS	          	  
FL 	954-282	8664	"INTERMEDIA COMMUNICATIONS INC. - FL"                       	CORAL SPG  	          	AS	          	  
FL 	954-283	8664	"INTERMEDIA COMMUNICATIONS INC. - FL"                       	POMPANOBCH 	          	AS	          	  
FL 	954-284	7635	"TW TELECOM OF FLORIDA L/P. - FL"                           	FTLAUDERDL 	          	AS	06/08/2009	G 
FL 	954-285	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-286	6630	"USA MOBILITY WIRELESS, INC."                               	FTLAUDERDL 	          	AS	          	  
FL 	954-287	4233	"GABRIEL WIRELESS, LLC"                                     	FTLAUDERDL 	          	AS	          	  
FL 	954-288	6664	"SPRINT SPECTRUM L.P."                                      	FTLAUDERDL 	          	AS	          	  
FL 	954-290	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	          	  
FL 	954-291	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-292	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-293	6548	"ABC PAGING CITY BEEPERS, INC."                             	FTLAUDERDL 	          	AS	          	  
FL 	954-294	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-295	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	          	  
FL 	954-296	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-297	5562	"METRO PCS, INC."                                           	FTLAUDERDL 	          	AS	02/02/2005	G 
FL 	954-298	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	          	  
FL 	954-299	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	          	AS	05/13/2011	G 
FL 	954-300	6664	"SPRINT SPECTRUM L.P."                                      	FTLAUDERDL 	          	AS	12/22/2010	G 
FL 	954-301	4942	"GLOBAL NAPS, INC. - FL"                                    	POMPANOBCH 	          	AS	          	  
FL 	954-302	8925	"BROADWING COMMUNICATIONS, LLC - FL"                        	FTLAUDERDL 	          	AS	05/02/2005	G 
FL 	954-303	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-304	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	DEERFLDBCH 	          	AS	          	  
FL 	954-305	6889	"OMNIPOINT MIAMI E LICENSE, LLC"                            	FTLAUDERDL 	          	AS	02/01/2007	G 
FL 	954-306	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-307	6630	"USA MOBILITY WIRELESS, INC."                               	FTLAUDERDL 	          	AS	          	  
FL 	954-308	8300	"TCG SOUTH FLORIDA"                                         	FTLAUDERDL 	          	AS	          	  
FL 	954-309	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-310	4233	"GABRIEL WIRELESS, LLC"                                     	FTLAUDERDL 	          	AS	          	  
FL 	954-311	    	                                                            	           	          	UA	          	  
FL 	954-312	8692	"US LEC OF FLORIDA, INC."                                   	DEERFLDBCH 	          	AS	          	  
FL 	954-313	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-314	6502	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL"              	FTLAUDERDL 	03/15/2012	AS	01/13/2012	G 
FL 	954-315	8692	"US LEC OF FLORIDA, INC."                                   	FTLAUDERDL 	          	AS	          	  
FL 	954-316	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-317	6232	"NEXTEL COMMUNICATIONS, INC."                               	POMPANOBCH 	          	AS	          	  
FL 	954-318	4085	"FLORIDA DIGITAL NETWORK"                                   	FTLAUDERDL 	          	AS	          	  
FL 	954-319	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-320	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-321	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-322	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	HOLLYWOOD  	          	AS	          	  
FL 	954-323	6100	"XO FLORIDA, INC."                                          	CORAL SPG  	          	AS	          	  
FL 	954-324	6232	"NEXTEL COMMUNICATIONS, INC."                               	CORAL SPG  	          	AS	          	  
FL 	954-325	6232	"NEXTEL COMMUNICATIONS, INC."                               	FTLAUDERDL 	          	AS	          	  
FL 	954-326	6889	"OMNIPOINT MIAMI E LICENSE, LLC"                            	FTLAUDERDL 	          	AS	04/25/2001	G 
FL 	954-327	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	FTLAUDERDL 	          	AS	          	  
FL 	954-328	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	FTLAUDERDL 	          	AS	          	  
FL 	954-330	6889	"OMNIPOINT MIAMI E LICENSE, LLC"                            	FTLAUDERDL 	          	AS	09/13/2006	G 
FL 	954-331	8300	"TCG SOUTH FLORIDA"                                         	FTLAUDERDL 	          	AS	          	  
FL 	954-332	4616	"DELTACOM, INC. - FL"                                       	FTLAUDERDL 	          	AS	          	  
FL 	954-333	7635	"TW TELECOM OF FLORIDA L/P. - FL"                           	DEERFLDBCH 	          	AS	          	  
FL 	954-334	7635	"TW TELECOM OF FLORIDA L/P. - FL"                           	FTLAUDERDL 	          	AS	          	  
FL 	954-335	8368	"IDS TELCOM LLC"                                            	FTLAUDERDL 	          	AS	          	  
